antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'vegetarian', 'high_calories_burned', 'high_steps', 'low_resting_hr'})",frozenset({'high_strain'}),0.11263366336633664,0.30613861386138613,0.08198019801980198,0.7278481012658228,2.3775115856354496,1.0,0.0474986844427017,2.549537186276767,0.6529345788589237,0.24341486359360304,0.6077719495982892,0.4978179704259256
frozenset({'high_strain'}),"frozenset({'vegetarian', 'high_calories_burned', 'high_steps', 'low_resting_hr'})",0.30613861386138613,0.11263366336633664,0.08198019801980198,0.2677878395860285,2.3775115856354496,1.0,0.0474986844427017,1.2118978413742434,0.8350258090133017,0.24341486359360304,0.17484794026364453,0.4978179704259256
"frozenset({'vegetarian', 'high_strain'})",frozenset({'high_steps'}),0.25005940594059406,0.3004356435643564,0.1786138613861386,0.7142857142857143,2.377499905841588,1.0,0.10348710283305558,2.4484752475247524,0.7725813265737219,0.4802981895633652,0.5915825569358178,0.65440096418214
frozenset({'high_steps'}),"frozenset({'vegetarian', 'high_strain'})",0.3004356435643564,0.25005940594059406,0.1786138613861386,0.5945162140785658,2.377499905841588,1.0,0.10348710283305558,1.8494958863896793,0.8282155797101449,0.4802981895633652,0.4593121253424053,0.65440096418214
"frozenset({'vegetarian', 'high_strain'})","frozenset({'high_steps', 'low_resting_hr'})",0.25005940594059406,0.24102970297029702,0.14257425742574256,0.5701615457713018,2.365523994532595,1.0,0.08230251308695224,1.7657105583808197,0.769741879078064,0.40909090909090906,0.43365576240478876,0.5808415352911718
"frozenset({'high_steps', 'low_resting_hr'})","frozenset({'vegetarian', 'high_strain'})",0.24102970297029702,0.25005940594059406,0.14257425742574256,0.5915215248110417,2.3655239945325945,1.0,0.08230251308695224,1.8359366272910476,0.7605840232843989,0.40909090909090906,0.45531889002317294,0.5808415352911718
"frozenset({'high_steps', 'low_resting_hr'})",frozenset({'high_strain'}),0.24102970297029702,0.30613861386138613,0.1725148514851485,0.7157410450213605,2.337963956893836,1.0,0.09872635231840014,2.440948205803239,0.754018189906503,0.46046511627906966,0.590323138515374,0.6396299015533711
frozenset({'high_strain'}),"frozenset({'high_steps', 'low_resting_hr'})",0.30613861386138613,0.24102970297029702,0.1725148514851485,0.5635187580853815,2.337963956893836,1.0,0.09872635231840014,1.7388382916537057,0.8247719515621135,0.46046511627906966,0.4249033939499,0.6396299015533711
frozenset({'high_steps'}),frozenset({'high_strain'}),0.3004356435643564,0.30613861386138613,0.21417821782178217,0.7128921697864488,2.328658122523652,1.0,0.12220326634643662,2.4167274909309113,0.8156049260757011,0.5458215583366975,0.5862173109079812,0.706252035734104
frozenset({'high_strain'}),frozenset({'high_steps'}),0.30613861386138613,0.3004356435643564,0.21417821782178217,0.6996119016817594,2.328658122523652,1.0,0.12220326634643662,2.3288684217258933,0.8223085282078302,0.5458215583366975,0.570606913352832,0.706252035734104
"frozenset({'high_calories_burned', 'high_steps'})","frozenset({'low_resting_hr', 'high_strain'})",0.16411881188118813,0.25473267326732674,0.09710891089108911,0.5916988416988417,2.3228227227760807,1.0,0.055302487207136555,1.8252882990426702,0.6813041419609772,0.30182176267848343,0.45214134089147373,0.48645887358573925
"frozenset({'low_resting_hr', 'high_strain'})","frozenset({'high_calories_burned', 'high_steps'})",0.25473267326732674,0.16411881188118813,0.09710891089108911,0.3812189054726368,2.3228227227760807,1.0,0.055302487207136555,1.3508512065276879,0.7641409937415445,0.30182176267848343,0.2597260192923377,0.48645887358573925
"frozenset({'vegetarian', 'high_steps', 'low_resting_hr'})",frozenset({'high_strain'}),0.20221782178217823,0.30613861386138613,0.14257425742574256,0.7050528789659224,2.3030511246946364,1.0,0.0806675737672777,2.3524941816890848,0.7092078700026475,0.3897791251624079,0.574919246226572,0.5853854304273338
frozenset({'high_strain'}),"frozenset({'vegetarian', 'high_steps', 'low_resting_hr'})",0.30613861386138613,0.20221782178217823,0.14257425742574256,0.46571798188874514,2.3030511246946364,1.0,0.0806675737672777,1.4931855296909837,0.8154271308980213,0.3897791251624079,0.3302908579572485,0.5853854304273338
frozenset({'high_steps'}),"frozenset({'vegetarian', 'low_resting_hr', 'high_strain'})",0.3004356435643564,0.2060990099009901,0.14257425742574256,0.47455839704719216,2.3025748511609536,1.0,0.08065476874816194,1.510921452807599,0.8086512429549114,0.39173014145810664,0.3381522261519307,0.5831669771554178
"frozenset({'vegetarian', 'low_resting_hr', 'high_strain'})",frozenset({'high_steps'}),0.2060990099009901,0.3004356435643564,0.14257425742574256,0.6917755572636434,2.3025748511609536,1.0,0.08065476874816194,2.269658922001926,0.7125618854412629,0.39173014145810664,0.5594051642270718,0.5831669771554178
"frozenset({'vegetarian', 'high_calories_burned', 'high_steps'})","frozenset({'low_resting_hr', 'high_strain'})",0.1398811881188119,0.25473267326732674,0.08198019801980198,0.5860702151755379,2.300726513243522,1.0,0.046347889030487206,1.800467987701643,0.657298360673241,0.26222447428426654,0.444588847549279,0.45394928669224655
"frozenset({'low_resting_hr', 'high_strain'})","frozenset({'vegetarian', 'high_calories_burned', 'high_steps'})",0.25473267326732674,0.1398811881188119,0.08198019801980198,0.3218283582089552,2.3007265132435215,1.0,0.046347889030487206,1.2682907377395234,0.7585931447072722,0.26222447428426654,0.21153725226890685,0.45394928669224655
"frozenset({'vegetarian', 'high_steps'})",frozenset({'high_strain'}),0.2537029702970297,0.30613861386138613,0.1786138613861386,0.7040274742428972,2.2997016461362425,1.0,0.10094558572688951,2.344343902744704,0.7572869271850897,0.46852275088302503,0.5734414226388788,0.6437343063323153
frozenset({'high_strain'}),"frozenset({'vegetarian', 'high_steps'})",0.30613861386138613,0.2537029702970297,0.1786138613861386,0.5834411384217335,2.2997016461362425,1.0,0.10094558572688951,1.7915764098148945,0.8145156881207666,0.46852275088302503,0.44183234690876516,0.6437343063323153
