antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'low_resting_hr', 'high_strain'})",frozenset({'high_steps'}),0.25473267326732674,0.3004356435643564,0.1725148514851485,0.6772388059701492,2.254189276396819,1.0,0.09598407685521027,2.167436387569392,0.7465529604004371,0.4508383357482922,0.5386254444489509,0.6257272331986259
frozenset({'high_steps'}),"frozenset({'low_resting_hr', 'high_strain'})",0.3004356435643564,0.25473267326732674,0.1725148514851485,0.5742156604271025,2.2541892763968185,1.0,0.09598407685521027,1.750339919688563,0.795325725136743,0.4508383357482922,0.4286824012001455,0.6257272331986259
"frozenset({'vegetarian', 'high_steps'})","frozenset({'low_resting_hr', 'high_strain'})",0.2537029702970297,0.25473267326732674,0.14257425742574256,0.561973150171714,2.206129048792876,1.0,0.07794782158611899,1.701419278349788,0.7325734097502299,0.3896947391210218,0.4122553959950993,0.5608373213545137
"frozenset({'low_resting_hr', 'high_strain'})","frozenset({'vegetarian', 'high_steps'})",0.25473267326732674,0.2537029702970297,0.14257425742574256,0.5597014925373134,2.2061290487928757,1.0,0.07794782158611899,1.6949796945796272,0.7335855740957239,0.3896947391210218,0.4100224308303525,0.5608373213545137
"frozenset({'vegetarian', 'high_calories_burned'})","frozenset({'high_steps', 'high_strain'})",0.24364356435643564,0.21417821782178217,0.10447524752475247,0.4288036410923277,2.002088006209555,1.0,0.0522921031271444,1.375747183824814,0.6617534188409792,0.295673615781215,0.27312226275482687,0.45829974954024666
"frozenset({'high_steps', 'high_strain'})","frozenset({'vegetarian', 'high_calories_burned'})",0.21417821782178217,0.24364356435643564,0.10447524752475247,0.48779585798816566,2.002088006209555,1.0,0.0522921031271444,1.4766698931264965,0.6369401669703164,0.295673615781215,0.32280057672013734,0.45829974954024666
"frozenset({'vegetarian', 'high_calories_burned'})","frozenset({'high_steps', 'low_resting_hr', 'high_strain'})",0.24364356435643564,0.1725148514851485,0.08198019801980198,0.3364759427828349,1.9504172532751565,1.0,0.039948064699539265,1.247106475664715,0.6442586749352311,0.24531879592320457,0.19814384776809518,0.40584127717654145
"frozenset({'high_steps', 'low_resting_hr', 'high_strain'})","frozenset({'vegetarian', 'high_calories_burned'})",0.1725148514851485,0.24364356435643564,0.08198019801980198,0.475206611570248,1.9504172532751565,1.0,0.039948064699539265,1.4412461214625403,0.5888796867001552,0.24531879592320457,0.3061559818907091,0.40584127717654145
"frozenset({'vegetarian', 'high_steps', 'high_strain'})",frozenset({'high_calories_burned'}),0.1786138613861386,0.3009108910891089,0.10447524752475247,0.5849223946784923,1.943839229485645,1.0,0.05072839133418292,1.6842371160192944,0.5911399521714749,0.2785638859556494,0.4062593737611563,0.46605951268538987
frozenset({'high_calories_burned'}),"frozenset({'vegetarian', 'high_steps', 'high_strain'})",0.3009108910891089,0.1786138613861386,0.10447524752475247,0.34719663069228746,1.943839229485645,1.0,0.05072839133418292,1.2582443308847016,0.6945526063922723,0.2785638859556494,0.20524179966153608,0.46605951268538987
"frozenset({'high_steps', 'low_resting_hr'})","frozenset({'vegetarian', 'high_calories_burned'})",0.24102970297029702,0.24364356435643564,0.11263366336633664,0.467302004600723,1.9179739298062837,1.0,0.053908327418880506,1.4198597369915895,0.6306129254893948,0.3027464338939749,0.295705079912465,0.46479534560335245
"frozenset({'vegetarian', 'high_calories_burned'})","frozenset({'high_steps', 'low_resting_hr'})",0.24364356435643564,0.24102970297029702,0.11263366336633664,0.4622886866059818,1.9179739298062835,1.0,0.053908327418880506,1.4114828498569327,0.6327922350025532,0.3027464338939749,0.29152522108124823,0.46479534560335245
frozenset({'high_calories_burned'}),"frozenset({'high_steps', 'high_strain'})",0.3009108910891089,0.21417821782178217,0.12332673267326733,0.4098446959726244,1.9135685231709998,1.0,0.05887817429663758,1.331550825376918,0.682911730551455,0.31479983825313385,0.24899599704207068,0.49282915272004
"frozenset({'high_steps', 'high_strain'})",frozenset({'high_calories_burned'}),0.21417821782178217,0.3009108910891089,0.12332673267326733,0.5758136094674556,1.9135685231709996,1.0,0.05887817429663758,1.6480705758457275,0.607537439154031,0.31479983825313385,0.3932298685164999,0.49282915272004
"frozenset({'vegetarian', 'high_calories_burned'})",frozenset({'high_steps'}),0.24364356435643564,0.3004356435643564,0.1398811881188119,0.5741222366710014,1.9109657890776146,1.0,0.06668197706107246,1.6426411911420151,0.6302642138949048,0.3460709386635313,0.3912243249514711,0.51985837644254
frozenset({'high_steps'}),"frozenset({'vegetarian', 'high_calories_burned'})",0.3004356435643564,0.24364356435643564,0.1398811881188119,0.4655945162140786,1.9109657890776146,1.0,0.06668197706107246,1.4153231181036212,0.681430364411509,0.3460709386635313,0.2934475617554448,0.51985837644254
"frozenset({'vegetarian', 'high_steps', 'low_resting_hr', 'high_strain'})",frozenset({'high_calories_burned'}),0.14257425742574256,0.3009108910891089,0.08198019801980198,0.5750000000000001,1.910864701237168,1.0,0.039078051171453784,1.6449155503785675,0.5559393513404961,0.22677475898334798,0.39206605483797885,0.42372005790997636
frozenset({'high_calories_burned'}),"frozenset({'vegetarian', 'high_steps', 'low_resting_hr', 'high_strain'})",0.3009108910891089,0.14257425742574256,0.08198019801980198,0.27244011581995264,1.910864701237168,1.0,0.039078051171453784,1.1784950781619408,0.6818540084138761,0.22677475898334798,0.15146018126807412,0.42372005790997636
frozenset({'high_calories_burned'}),"frozenset({'high_steps', 'low_resting_hr', 'high_strain'})",0.3009108910891089,0.1725148514851485,0.09710891089108911,0.3227165043432482,1.8706592595654312,1.0,0.045197313204587794,1.2217707264702375,0.6657650594103364,0.25805093664491685,0.18151582916947534,0.4428091245315874
"frozenset({'high_steps', 'low_resting_hr', 'high_strain'})",frozenset({'high_calories_burned'}),0.1725148514851485,0.3009108910891089,0.09710891089108911,0.5629017447199266,1.8706592595654312,1.0,0.045197313204587794,1.5993866378234463,0.5624621819044346,0.25805093664491685,0.374760313515644,0.4428091245315874
frozenset({'high_calories_burned'}),"frozenset({'vegetarian', 'high_steps', 'low_resting_hr'})",0.3009108910891089,0.20221782178217823,0.11263366336633664,0.374309028691761,1.8510189922575333,1.0,0.05178411841976277,1.275041857404083,0.6576515397067162,0.28843813387423933,0.21571202216376914,0.4656504015374199
